ṣaṣumutu,1060
ṣehhertum,1061
ṣehrum,1062
ṣelanu,1063
ṣenum,1064
ṣerhu,1065
ṣerretum,1066
ṣerum,1067
ṣeru,1068
ṣi,šamšim, 1069
ṣibaratum,1070
ṣibtum,1071
ṣibtu,1072
ṣidanu,1073
ṣillimahhu,1074
ṣillulum,1075
ṣimid,1076
ṣipparatu,1077
ṣirimtu,1078
ṣiṣṣatu,1079
ṣiutu,1080
ṣubbulu,1081
ṣuharum,1082
ṣulamatu,1083
ṣulpu,1084
ṣummamitu,1085
ṣuppum,1086
ṣurbu,1087
ṣurrušum,1088
š,1089
ša,1090
ša,1091
šabaṣu,1092
šabium,1093
šaburru,1094
šadadum,1095
šadaniš,1096
šadduiš,1097
šadu,1098
šaganna,1099
šagbanum,1100
šagurru,1101
šaharru,1102
šahatum,1103
šahatum,1104
šahilu,1105
šahu,1106
šailum,1107
šakanum,1108
šakanum,1109
šakanum,1110
šakanum,1111
šakartu,1112
šakinutum,1113
šakkum,1114
sakuṣṣu,1115
šalamdu,1116
šalamum,1117
šalamum,1118
šalaqum,1119
šalattinum,1120
šalibu,1121
šallu,1122
šalputtu,1123
šaltum,1124
šalu,1125
šalummu,1126
šamallutum,1127
šamašišu,1128
šamaum,1129
šammum,1130
šamnu,1131
šamtu,1132
šamu,1133
šamutum,1134
šanapi,1135
šanduppum,1136
šaniš,1137
šanum,1138
šanum,1139
šanum,1140
šapahutu,1141
šapal,1142
šapapum,1143
šaparum,1144
šapaṣum,1145
šapirutum,1146
šapliš,1147
šapnum,1148
šapṣu,1149
šapum,1150
šapurru,1151
šaqalu,1152
šaqum,1153
šaqum,1154
šaqum,1155
šarahum,1156
šarakum,1157
šaranum,1158
šararum,1159
šarikum,1160
šarraqutum,1161
šarrum,1162
šarru,1163
šaršabittu,1164
šarum,1165
šaru,1166
šarutu,1167
šasu,1168
šašum,1169
šaṣu,1170
šašmu,1171
šašunu,1172
šatapu,1173
šattum,1174
šatturru,1175
šatum,1176
šatarum,1177
šatpum,1178
šawu,1179
šebi,1180
šebultum,1181
šehali,1182
šequm,1183
šelum,1184
šemum,1185
šemum,1186
šenu,1187
šepum,1188
šeranum,1189
šerjam,1190
šeršanum,1191
šertum,1192
šerum,1193
šetatu,1194
šetu,1195
šeum,1196
šeurinnakku,1197
šiamatum,1198
šiaqum,1199
šibhu,1200
šibtum,1201
šibum,1202
šidahum,1203
šiggatu,1204
šihittum,1205
šikbum,1206
šikkatu,1207
šikriš,1208
šilikkaum,1209
šilum,1210
šimitan,1211
šimtum,1212
šimum,1213
šina,1214
šinatumma,1215
šinnetu,1216
šinuti,1217
šipirtu,1218
šiprum,1219
šiptum,1220
šiqitum,1221
širum,1222
šisitum,1223
šitarahum,1224
šitqultu,1225
šittu,1226
šizirum,1227
šu,1228
šuatina,1229
šubtum,1230
šubtu,1231
šubulu,1232
šugguru,1233
šuhatinnu,1234
šuhrum,1235
šukbusu,1236
šukkallutum,1237
šuknušu,1238
šukumtu,1239
šulanu,1240
šullušu,1241
šulpum,1242
šulu,1243
šulutu,1244
šumeru,1245
šumma,1246
šummu,1247
šumnum,1248
šumum,1249
šunitu,1250
šunušim,1251
šuparruštu,1252
šupeultu,1253
šupšuqu,1254
šuqaqu,1255
šurašu,1256
šurinum,1257
šurra,1258
šurruhu,1259
šurum,1260
šuruptum,1261
šuši,1262
šuššurum,1263
šutabultu,1264
šuteru,1265
šuttu,1266
šutuhhum,1267
šuwati,1268
tabakum,1269
tabališ,1270
tabalu,1271
tablanu,1272
tabšutu,1273
tahabatu,1274
tahbatu,1275
tahtu,1276
tajjaru,1277
takalum,1278
takaṣu,1279
takkasu,1280
takmisu,1281
takšu,1282
talamšukru,1283
tallamšukru,1284
talmu,1285
tamalakum,1286
tangussu,1287
tamkarum,1288
tamlium,1289
tamšitum,1290
tamum,1291
tanehum,1292
tanpahu,1293
tappatum,1294
tappum,1295
tapšihu,1296
taqnu,1297
tarakum,1298
taraṣum,1299
taraṣum,1300
tarbaṣum,1301
tardennitu,1302
tarinnu,1303
tarmanu,1304
taršitum,1305
tarum,1306
tarum,1307
tarum,1308
tarum,1309
taskidutum,1310
tašahatu,1311
tašliqtu,1312
tašrihu,1313
tawum,1314
tebiltu,1315
tehum,1316
tedištu,1317
telišam,1318
temešu,1319
teneštum,1320
teptu,1321
teriqtum,1322
teršitu,1323
terum,1324
teṣetum,1325
tešu,1326
tiaru,1327
tibum,1328
tibum,1329
tiiltu,1330
tilaniš,1331
tillu,1332
tiqqum,1334
tisum,1335
titipu,1336
tum,1337
tubašinnu,1338
tuduqqu,1339
tuhlulu,1340
tukšum,1341
tukumma,1342
tululu,1343
tunum,1344
tuptum,1345
turau,1346
ṭabalu,1347
ṭabnu,1348
ṭabum,1349
ṭahaum,1350
ṭaparum,1351
ṭaradum,1352
ṭarittum,1353
ṭebum,1354
ṭehum,1355
ṭehu,1356
ṭemum,1357
ṭemum,1358
ṭepitum,1359
ṭiabum,1360
